commit_hash,ip_block,commit_message,categories,at_risk_dv_files,justification,confidence,model,in_tokens,out_tokens,cost_usd
a72c8696d07516fe62bf6990a2007b77286b864c,uart,[uart] Reduce TX FIFO depth from 128B to 32B,"[""SEQUENCE_INVALIDATION"", ""COVERAGE_REGRESSION""]","[""*_vseq.sv"", ""*_base_vseq.sv"", ""*_seq.sv"", ""*_cov*.sv"", ""*_env_pkg.sv""]","The commit introduces separate RxFifoDepth (128) and TxFifoDepth (32) parameters, replacing the monolithic UART_FIFO_DEPTH constant. DV sequences must be updated to reference the correct parameter for each path (e.g., TxFifoDepth in uart_base_vseq.sv timeout calculations, separate constraints for TX/RX in uart_fifo_full_vseq.sv). Coverage groups previously unified under 'fifo_level_cg' must now split into rx_fifo_level_cg and tx_fifo_level_cg, and watermark functions must differentiate TX vs RX thresholds (get_tx_watermark_bytes_by_level vs get_rx_watermark_bytes_by_level).",HIGH,claude-haiku-4-5-20251001,7912,281,0.009317
94612fe0957eb151866d32dc99eeab6ffb4e6e6e,rv_dm,[rv_dm] Implement late debug enablement mechanism,"[""INTERFACE_DRIFT"", ""RAL_DESYNC""]","[""*_if.sv"", ""*_env_pkg.sv"", ""*_reg_block.sv"", ""*_ral_pkg.sv""]","The RTL introduces new input ports (lc_dft_en_i, otp_dis_rv_dm_late_debug_i) and a new CSR (late_debug_enable) with address space expansion (RegsAw increased from 2 to 4 bits). The DV tb.sv shows partial hookup but leaves TODO comments indicating incomplete interface coverage. RAL files must be manually updated to reflect the new register map offsets and structure.",HIGH,claude-haiku-4-5-20251001,5319,192,0.006279
dcce044a0dd9ca6e34a0d8e8c6a598b8ec27a8c9,sysrst_ctrl,[sysrst_ctrl] Rework IRQ sync mechanism,"[""SEQUENCE_INVALIDATION""]","[""*_vseq.sv""]","The RTL refactoring reworks the IRQ synchronization mechanism, moving interrupt tracking into the bus domain and replacing the prim_sync_reqack + prim_intr_hw logic with a new sysrst_ctrl_intr module. This changes the synchronization timing and interrupt propagation path. The DV sequences must be updated to reflect the new timing: wait cycles are adjusted from 2 to 3 clocks in combo_detect_ec_rst_vseq, and the order of wait/read operations is reordered in ultra_low_pwr_vseq to account for the altered synchronization behavior.",HIGH,claude-haiku-4-5-20251001,6131,199,0.007126
272787cf68e97adaf25c1d966bbaabf4d9e10cec,spi_host,"[spi_host,rtl] Factor the byte_sel block into TX FIFO status signals","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_vseq.sv"", ""*_scoreboard.sv"", ""*_checker.sv""]","The RTL change modifies TX FIFO status signal semantics by incorporating byte_select storage into tx_qd, tx_full, and tx_empty outputs. This breaks sequence assumptions about FIFO depth tracking and invalidates scoreboard reference models that do not account for the effective N+1 depth. The DV diff shows a sequence condition change (<=  to <) indicating timing/depth expectation shifts.",HIGH,claude-haiku-4-5-20251001,4735,170,0.005585
a8fd5a8cfb7d7e25c2d5f60e719d627b6c31e967,i2c,"[i2c,rtl] Remove double-counted t_f","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_base_vseq.sv"", ""*_vseq.sv"", ""*_scoreboard.sv"", ""*_ref_model.sv""]","The RTL timing calculation for tClockPulse was corrected to remove double-counted t_f. The DV sequences (i2c_base_vseq and i2c_host_perf_vseq) directly mirror this timing parameter and required updates to remain synchronized with the design. Additionally, any scoreboard or reference model that validates I2C clock timing constraints may now be out of sync with the corrected RTL behavior.",HIGH,claude-haiku-4-5-20251001,2920,190,0.00387
a8ba8530451d3cca5a6f273ecad489f7c394172e,adc_ctrl,[adc_ctrl] Updates to LP -> NP transition,"[""INTERFACE_DRIFT"", ""CHECKER_DESYNC""]","[""*_scoreboard.sv"", ""tb.sv""]","The commit renames the interrupt output port from `intr_match_done_o` to `intr_match_pending_o` and refactors interrupt status logic, breaking the testbench interface binding in tb.sv. Additionally, the scoreboard's reference model must be updated to track the new interrupt behavior: the expected interrupt value now derives from `m_expected_intr_test || |m_expected_adc_intr_status` instead of a simple `m_expected_intr_state` variable, and field references change from `match_done` to `match_pending`.",HIGH,claude-haiku-4-5-20251001,7291,202,0.008301
9d8cc486e48cfc4dca3fd1feb7fc704452f5eb8b,adc_ctrl,[adc_ctrl] Add FSM state observation register for debug purposes,"[""ASSERTION_ORPHANING""]","[""*_sva.sv"", ""*_bind.sv""]","The new assertion in adc_ctrl_fsm_sva.sv references `tb.dut.u_reg.hw2reg.adc_fsm_state.d`, which is a hierarchical path dependent on register module instantiation naming. If the RTL hierarchy changes (module rename, instantiation name change), this assertion path will break and the assertion will become orphaned.",MEDIUM,claude-haiku-4-5-20251001,5250,149,0.005995
2b8870ccd4666e9f40defe1668fe24bde915d7ba,entropy_src,[entropy_src] Align enable delay module with fixed CS AES Halt interface,"[""COVERAGE_REGRESSION"", ""INTERFACE_DRIFT""]","[""*_cov_if.sv""]","The RTL changed the `entropy_src_enable_delay` module interface, replacing the `sha3_done_i` signal (mubi4_t type) with `sha3_block_processed_i` (logic type). The DV coverage file must be updated to track the new signal, requiring changes to coverpoint bins, cross-coverage definitions, and signal sampling logic. The coverage model's assumptions about signal behavior (e.g., 'illegal_bins aes_halt_req_and_sha3_done') also changed semantically, necessitating coverage bin redefinition.",HIGH,claude-haiku-4-5-20251001,3996,195,0.004971
74a6e9b8b0c80408b02386fd73ac7efae711d374,entropy_src,[entropy_src] Add FIFO to deal with backpressure from the conditioner,"[""INTERFACE_DRIFT"", ""COVERAGE_REGRESSION"", ""SEQUENCE_INVALIDATION""]","[""*_env_pkg.sv"", ""*_env_cfg.sv"", ""*_cov_if.sv"", ""*_vseq.sv""]","The RTL addition of a new distribution FIFO (DistrFifoDepth parameter, sfifo_distr signals, and associated error codes) requires corresponding DV updates: (1) INTERFACE_DRIFT: new parameter DistrFifoDepth and FIFO control signals are added to entropy_src_core module interface, requiring env_pkg.sv updates to enumerations and error code mappings; (2) COVERAGE_REGRESSION: new coverpoint cp_distr_fifo and cross coverage cr_enable_i_fifo_state extended in cov_if.sv to track the new FIFO state; (3) SEQUENCE_INVALIDATION: err_vseq.sv and env_cfg.sv constraint logic updated to handle sfifo_distr_err cases, error code mappings renumbered, and fifo error distributions adjusted.",HIGH,claude-haiku-4-5-20251001,8242,293,0.009707
9d94535beb40b2b377a0c4ef99b6b88fa250df3d,i2c,[i2c] Add AcqFifoDepth parameter,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*_vseq.sv""]","The RTL introduces a new parameter AcqFifoDepth that splits ACQ FIFO depth from the generic FifoDepth parameter. The DV diff updates i2c_env_pkg.sv to reference the new parameter and modifies i2c_glitch_vseq.sv to use the updated environment parameter, reflecting the interface change in parameter semantics.",HIGH,claude-haiku-4-5-20251001,4841,150,0.005591
8ea8f8f4f97774ec3daf71d5041b3d822e8f5ca7,uart,"[uart,rtl,dv] Switch watermark interrupts to status type","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_vseq.sv"", ""*_scoreboard.sv""]","The RTL changes convert tx/rx watermark interrupts from edge-triggered (non-sticky) to level-triggered (status type). The DV sequences in uart_intr_vseq.sv must be updated to reflect the new status-based behavior (e.g., checking interrupt remains asserted while condition holds, ignoring writes to intr_state). The scoreboard's prediction logic in uart_scoreboard.sv removes the edge-trigger tracking mechanism and must switch to status-based prediction logic.",HIGH,claude-haiku-4-5-20251001,7941,183,0.008856
21adde16af04c2d1f46b307b36854686f39084e8,entropy_src,[entropy_src] Fix CS AES Halt interface,"[""SEQUENCE_INVALIDATION"", ""ASSERTION_ORPHANING""]","[""*_vseq.sv"", ""*_assert*.sv"", ""*_bind.sv""]","The RTL removes internal sha3_msg_rdy_mask logic and KAWAH assertions, and moves cs_aes_halt_req signal sourcing from the main_sm to the SHA3 core directly. The DV sequence removes a rare FSM state (Sha3Prep) from coverage collection, indicating the state machine transition structure has changed. Additionally, 70 lines of KAWAH monitoring assertions in RTL are deleted, which likely invalidates or requires updates to corresponding assertion bindings in DV.",HIGH,claude-haiku-4-5-20251001,5494,191,0.006449
5cb6b899d73004a1bddf33d707a3a24757b3e54f,kmac,"[kmac] Rework fifo_empty interrupt, change type to status","[""CHECKER_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The RTL changes the fifo_empty interrupt from an event-type (edge-triggered) to a status-type (level-based) with complex gating logic tied to FIFO fullness tracking and SHA3 FSM state. The scoreboard diff removes W1C (Write-1-to-Clear) handling for this interrupt, indicating the reference model no longer tracks it as a writable status field. Existing sequences that trigger or clear this interrupt via register writes will become invalid, and the scoreboard's interrupt prediction logic must be updated to reflect the new status-interrupt semantics and gating conditions.",HIGH,claude-haiku-4-5-20251001,4096,210,0.005146
8596a750d990de32ee9b164e632e25927cb83443,i2c,[i2c] Changes to FIFO watermarks and interrupts,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_env_pkg.sv"", ""*_scoreboard.sv"", ""*_cov*.sv"", ""*_vseq.sv"", ""*_seq_lib.sv"", ""*_env_cfg.sv""]","The commit introduces interrupt signal renaming (intr_fmt_overflow_o → intr_acq_threshold_o, intr_tx_overflow_o → intr_tx_threshold_o) and register map changes (fifo_status → target_fifo_status), which break DV component knowledge of the design interface. Interrupt enum definitions in *_env_pkg.sv are updated, scoreboard register accesses are refactored, coverage points are renamed to match new interrupt semantics, and test sequences are modified to accommodate the FIFO threshold logic changes. The removal of tx overflow test sequence (i2c_target_tx_ovf_vseq.sv) and configuration flags (use_drooling_tx, en_fmt_overflow) further indicates sequence invalidation.",HIGH,claude-haiku-4-5-20251001,8581,320,0.010181
2f0b93372a5f1751a7e29ca546e79d7c21591e71,spi_device,[spi_device] Fix up TPM synchronization between domains,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*tb_top.sv""]","The RTL adds a new output port intr_tpm_rdfifo_cmd_end_o to the spi_device module. The DV diff shows updates to spi_device_env_pkg.sv (adding TpmRdFifoCmdEnd to the interrupt enumeration) and tb.sv (adding the wire declaration and port connection), which are necessary to accommodate the new interface signal. This is a classic interface drift scenario where the testbench must track RTL port additions.",HIGH,claude-haiku-4-5-20251001,5584,173,0.006449
44badc4df9f077cefd75f6b180a4d161fbb5735e,usbdev,[usbdev] Bring up of Av SETUP FIFO,"[""SEQUENCE_INVALIDATION""]","[""*_base_vseq.sv"", ""*_vseq.sv""]","The RTL changes introduce a new protocol constraint: SETUP packets and OUT packets now have different FIFO backpressure signals (rx_wready_setup vs rx_wready_out), and the final FIFO entry is reserved for SETUP packets only. The DV diff shows corresponding updates to UVM sequences that modify buffer ID allocation strategy (setup_buffer_id=1, out_buffer_id=7, in_buffer_id=13) and remove incorrect buffer management logic. Sequences that do not reflect this new FIFO partitioning behavior will generate invalid stimulus.",HIGH,claude-haiku-4-5-20251001,7325,196,0.008305
c49c59a4e9ca890dd2ebd6b99ddee513e3f932d0,usbdev,[usbdev] Introduce Av SETUP FIFO empty interrupt,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*_tb.sv""]","A new interrupt port (intr_av_setup_empty_o) was added to the RTL module interface. The DV diff shows corresponding updates to usbdev_env_pkg.sv (adding IntrAvSetupEmpty enumeration) and tb.sv (adding wire declaration and module port connection), which are necessary to maintain alignment between testbench and RTL. These changes indicate that DV components encoding explicit knowledge of the interrupt interface have been updated in response to the RTL port addition.",HIGH,claude-haiku-4-5-20251001,5475,171,0.00633
60650e073fa706966d8277fe7b55fdaac806a807,lc_ctrl,[lc_ctrl] Use unique diversification values,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_scoreboard.sv"", ""*_parameters_cfg.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The RTL change renames and introduces new diversification parameters (RndCnstLcKeymgrDivTestDevRma → RndCnstLcKeymgrDivTestUnlocked, RndCnstLcKeymgrDivDev, RndCnstLcKeymgrDivRma), breaking the scoreboard's reference model which now requires a new `get_exp_div()` function and updated parameter mappings. The DV files show explicit updates to lc_ctrl_parameters_cfg.sv and lc_ctrl_scoreboard.sv to track the new diversification logic, including new assertions that verify uniqueness of all five div values and updated check_lc_outputs() signature.",HIGH,claude-haiku-4-5-20251001,9681,263,0.010996
5228dfccf508dbcd7823b4d2f2afe55d0a9332f9,otbn,[otbn] Fix interpretation of lc_rma_req signal values,"[""CHECKER_DESYNC""]","[""*_ref_model.sv""]","The DV diff shows changes to otbn_core_model.sv (a reference model) where the interpretation of lc_rma_req signal validity has changed. The model previously treated invalid lc_rma_req values as an error condition (new_lc_mubi_err logic and BAD_INTERNAL_STATE error injection), but now treats them as harmless (per spec). This behavioral change in the reference model must be synchronized with RTL behavior changes that removed invalid value detection for rma_req_i.",HIGH,claude-haiku-4-5-20251001,3751,174,0.004621
c6107c4857e46d24893c4ba89ca4ec9fdd458848,otp_ctrl,[otp_ctrl] Add SW partitions for ROM keys,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""COVERAGE_REGRESSION""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_scoreboard.sv"", ""*_env_cov.sv"", ""*_cov_bind.sv""]","The commit adds two new SW partitions (rot_creator_auth_codesign and rot_creator_auth_state) to otp_ctrl, which requires updates across multiple DV layers. The DV diff shows: (1) register map changes reflected in scoreboard read_lock and error code handling (SEQUENCE_INVALIDATION); (2) new partition indices and offsets added to env_pkg affecting testbench awareness of design structure (INTERFACE_DRIFT); (3) new coverage collection for digest offsets, error codes, and partition locks in env_cov.sv and cov_bind.sv (COVERAGE_REGRESSION); (4) interface forced access patterns in otp_ctrl_if.sv for the new partitions.",HIGH,claude-haiku-4-5-20251001,8352,280,0.009752
06bd80209207feb7817898a4e4772b48e0b789f7,otp_ctrl,[otp_ctrl] Add second HW_CFG partition,"[""COVERAGE_REGRESSION"", ""SEQUENCE_INVALIDATION""]","[""*_cov_bind.sv"", ""*_env_cov.sv"", ""*_env_pkg.sv"", ""*_if.sv"", ""*_scoreboard.sv"", ""*_vseq.sv""]","The commit adds a second HW_CFG partition (HW_CFG1) that replicates and extends existing partition structures. DV files show: (1) coverage adaptations in *_cov_bind.sv and *_env_cov.sv to track the new partition's lock and error states, but coverpoint indices have shifted for subsequent partitions, creating coverage misalignment; (2) environment package updates (*_env_pkg.sv) adding new partition indices and offset constants; (3) interface changes (*_if.sv) adding partition-specific macros for HW_CFG1 force/release operations and assertion updates; (4) scoreboard changes (*_scoreboard.sv) adding new expected data structures for hw_cfg1. Existing sequences may no longer correctly reference partition indices due to the shift from partition 3 (secret0) to partition 5, and coverage touchpoints have been reorganized without obvious breakage but with structural risk.",HIGH,claude-haiku-4-5-20251001,8752,316,0.010332
f28b7134094c1197ad9bab54729a5cb95a667f3c,spi_device,[spi_device] Remove generic mode mentions,"[""COVERAGE_REGRESSION"", ""SEQUENCE_INVALIDATION""]","[""*_cov*.sv"", ""*_env_pkg.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The DV diff removes GenericMode from the device_mode_e enumeration in spi_device_env_pkg.sv and deletes coverage ignore_bins that referenced GenericMode in the coverage file. This breaks any sequences, testcases, or coverage collection that explicitly reference or depend on GenericMode, rendering those verification components structurally invalid.",HIGH,claude-haiku-4-5-20251001,2425,164,0.003245
56c127c24bb259e9c31ed8b1797603b373470517,spi_device,[spi_device] Write mode and status bits alongside command,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""RAL_DESYNC""]","[""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq.sv"", ""*_reg_pkg.sv""]","The RTL changes expand cmdfifo_rdata from 8 bits to 16 bits and restructure the upload_cmdfifo register interface to include separate fields (data, busy, wel, addr4b_mode) instead of a flat 8-bit word. The RAL package (spi_device_reg_pkg.sv) is explicitly modified to reflect the new register structure. The scoreboard assumes wel is part of flash_status.status but now must access flash_status.wel separately, and cmdfifo reads must account for the new multi-field structure. Existing sequences that read upload_cmdfifo as a single 8-bit value will fail.",HIGH,claude-haiku-4-5-20251001,4752,253,0.006017
d914f7532dbdee2932969e1bf2905403ef0074f0,spi_device,[spi_device] Enable continuously polled status registers,"[""CHECKER_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_scoreboard.sv"", ""*_base_vseq.sv""]","The RTL commit changes the status register update behavior from rotating through registers per command to updating at every 8th SCK posedge, rendering the scoreboard's validation logic structurally invalid (disabled via comment). The base sequence's clear_flash_busy_bit() task is updated to account for the new SPI domain update timing (waiting for SCK cycles instead of just CSB deassertion), making the old synchronization logic invalid.",HIGH,claude-haiku-4-5-20251001,6094,171,0.006949
370540586a144a0d67bba01546b0d8d0bceb9366,otp_ctrl,[otp_ctrl] Differentiate between owner and creator keys,"[""INTERFACE_DRIFT"", ""CHECKER_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_if.sv"", ""*_scoreboard.sv"", ""*_base_vseq.sv"", ""*_vseq.sv""]","The RTL introduces a new lifecycle signal `lc_owner_seed_sw_rw_en_i` that must be driven and monitored in the testbench interface. The scoreboard's reference model logic is updated to differentiate between creator and owner key access control, requiring corresponding DV changes to properly predict errors and responses. Base sequences must initialize the new interface signal, and additional sequences must exercise the new control path.",HIGH,claude-haiku-4-5-20251001,7621,188,0.008561
81cfbe0cfd8bfbb2b18f9a54cf14de31ceb4deb1,spi_device,[spi_device] Harmonize address mode syncs to byte beats,"[""SEQUENCE_INVALIDATION"", ""RAL_DESYNC""]","[""*_vseq.sv"", ""*_base_vseq.sv"", ""*_scoreboard.sv"", ""*_reg_block.sv""]","The commit changes the register map structure, moving addr_4b_en from ral.cfg to ral.addr_mode and adding a new pending field. DV sequences reference the old register path (ral.cfg.addr_4b_en) which is now invalid, and the manually maintained RAL model has been explicitly updated to reflect the new register organization. The scoreboard must also be updated to track the new register location and pending status.",HIGH,claude-haiku-4-5-20251001,6686,188,0.007626
1c9adba488df8a65639a7d66af491eb1e1cb47b7,otp_ctrl,[otp_ctrl] Make DAI registers software-lockable,"[""CHECKER_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq_lib.sv""]","The RTL change adds software-writable control to the direct_access_regwen register, transitioning it from read-only to a RW0C (read-write-zero-to-clear) register. The scoreboard must now track SW-driven state changes separately from HW modulation, introducing state tracking logic (direct_access_regwen_state) and new prediction rules. Existing sequences that assume this register is hardware-controlled only may become invalid.",HIGH,claude-haiku-4-5-20251001,5724,182,0.006634
56399241e7614285e65fdb0ddfc7e37ade1cc7a4,otbn,"Revert ""[edn] Move prim_edn_req out of prim""","[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_sva.sv"", ""*_assert*.sv""]","The RTL hierarchy changed: module instances renamed from `u_edn_rnd_requester`/`u_edn_urnd_requester` to `u_prim_edn_rnd_req`/`u_prim_edn_urnd_req`, and the instantiated module type changed from `edn_requester` to `prim_edn_req`. DV assertions and SVA binds that reference the old hierarchy paths (e.g., `tb.dut.u_edn_rnd_requester`) are now orphaned and will fail to bind or reference non-existent signals.",HIGH,claude-haiku-4-5-20251001,2372,214,0.003442
b9afd40c3e9d9a8a852c7b8372b1744645ffa15e,aes,"[aes,rtl] Switch to Bivium-based masking PRNG implementation","[""ASSERTION_ORPHANING"", ""INTERFACE_DRIFT""]","[""*_bind.sv"", ""*_sva.sv""]","The DV diff shows removal of LFSR state signal references (lfsr_q_0 through lfsr_q_4) from assertions and their replacement with a single state_q signal, indicating hierarchy/signal name changes in the PRNG implementation that broke assertion reference paths. Additionally, interface parameters (ChunkSize, NumChunks) and control signals (seed_en, reseed_rate) were removed from the masking reseed interface, requiring interface adaptation in the SVA bind module.",HIGH,claude-haiku-4-5-20251001,7873,182,0.008783
b2e1f3b588d1168987dddd364cd453fae49f4f2d,otp_ctrl,"[otp_ctrl,gen] Parameterize OTP size","[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION""]","[""*_env_pkg.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The RTL change parameterizes OTP size by reducing CoreAw from 13 to 12 bits and shifting address offsets (e.g., SW_WINDOW_BASE_ADDR from 0x1000 to 0x800). The DV diff shows corresponding updates to otp_ctrl_env_pkg.sv with the new base address. This breaks any hardcoded address assumptions in testbenches and sequences that perform register/memory access or address calculations.",HIGH,claude-haiku-4-5-20251001,6113,185,0.007038
42646972a1c2b1a968ee8e4e6da00ed7de4321ae,otp_ctrl,[otp_ctrl/dv] Use more generated constants in DV env,"[""COVERAGE_REGRESSION""]","[""*_env_cov.sv"", ""*_cov*.sv""]",The DV diff shows changes to otp_ctrl_env_cov.sv where hardcoded constants NUM_UNBUFF_PARTS and NUM_BUFF_PARTS are replaced with generated parameters NumPartUnbuf and NumPartBuf. This refactoring of coverage array declarations and sampling logic is a coverage infrastructure update that maintains structural alignment but requires the generated constants to be correctly propagated to avoid coverage collection failures.,MEDIUM,claude-haiku-4-5-20251001,5250,159,0.006045
e81b5885e5c417190f2e540912ee10f43fedb2c2,keymgr,[keymgr/otp_ctrl] Add support for creator/owner seeds,"[""INTERFACE_DRIFT"", ""CHECKER_DESYNC""]","[""*_if.sv"", ""*_scoreboard.sv""]","The DV diff shows changes to keymgr_if.sv where OTP key signal names were refactored (valid → creator_root_key_share0_valid/creator_root_key_share1_valid, key_share0/key_share1 → creator_root_key_share0/creator_root_key_share1), breaking explicit interface knowledge. The scoreboard was updated to match these structural changes, indicating checker desynchronization due to the interface evolution.",HIGH,claude-haiku-4-5-20251001,4745,178,0.005635
f554d45fc82e89fd1dc33b071a1d0c5d109e3b58,spi_device,[spi_device] Add support for 1r1w RAMs and parity init,"[""SEQUENCE_INVALIDATION"", ""INTERFACE_DRIFT""]","[""*_vseq.sv"", ""*_env_cfg.sv"", ""*_env_cov.sv""]","The RTL changes introduce a dual-buffer memory architecture (egress and ingress buffers) with separate address spaces and access controls, requiring sequences to update memory access patterns (ral.buffer → ral.egress_buffer/ral.ingress_buffer) and environment configuration to track separate SRAM address ranges. Additionally, register interface changes (SRAM_SIZE constants, buffer offset calculations) invalidate existing sequence assumptions about unified memory layout.",HIGH,claude-haiku-4-5-20251001,9449,180,0.010349
2ba74d6a6113c38efb959561fb60126ab5e53004,otp_ctrl,[otp_ctrl] Fix OOB error in DAI,"[""SEQUENCE_INVALIDATION""]","[""*_dai_lock_vseq.sv"", ""*_vseq.sv""]","The RTL fix adds an out-of-bounds check (`part_sel_valid`) that validates partition selection before accessing `part_access_i[part_idx]`. The DV sequence was previously generating invalid out-of-bounds addresses for LifeCycleIdx that would now be rejected by the new OOB guard logic, requiring the sequence constraint to be tightened to only generate valid addresses within the partition range.",HIGH,claude-haiku-4-5-20251001,3785,163,0.0046
c939d9a6d586135d2e10d9574d5a804060890c79,otp_ctrl,[otp_ctrl] Add support for multiple HW_CFG partitions,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""COVERAGE_REGRESSION""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_cov_bind.sv"", ""*_env_cov.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The RTL renamed the output port from `otp_hw_cfg_o` to `otp_broadcast_o` and changed partition naming from `HwCfg` to `HwCfg0`. The DV diff shows corresponding updates in interface definitions (*_if.sv), environment packages (*_env_pkg.sv), coverage bind files (*_cov_bind.sv), and coverage classes (*_env_cov.sv). Register address constants and parameter names in DV were updated to reflect the RTL changes, but sequences and register access patterns also require updates to reference the new register names (`hw_cfg0_digest` instead of `hw_cfg_digest`), and coverage points were renamed to match the new partition indices.",HIGH,claude-haiku-4-5-20251001,9722,273,0.011087
1321b6f2b949085b8c3ef8b2ae4eafa02554699f,otp_ctrl,[otp_ctrl] Support SW partitions without digest,"[""INTERFACE_DRIFT""]","[""*_if.sv""]",The DV diff shows a critical path update in otp_ctrl_if.sv where the ECC_REG_PATH macro now includes an additional hierarchy level (gen_ecc_reg.) due to the RTL change that wrapped the ECC register instantiation in a conditional generate block. This path change will break any DV component that uses this macro to access the ECC decoder for monitoring or verification purposes.,HIGH,claude-haiku-4-5-20251001,4549,144,0.005269
c1d2c274adb8fdc330d5e27363f89a5cf952144c,otp_ctrl,[otp_ctrl] Make CSR read-enables assignment parametric,"[""COVERAGE_REGRESSION""]","[""*_cov_bind.sv""]","The DV diff shows changes to otp_ctrl_cov_bind.sv where coverage macro invocations were updated to use fully qualified package-scoped parameter references (e.g., VendorTestIdx → otp_ctrl_part_pkg::VendorTestIdx). While these are scoping corrections rather than functional breaks, they reflect RTL parametrization changes that could affect coverage point resolution if the package namespace or parameter visibility changed.",LOW,claude-haiku-4-5-20251001,4120,156,0.0049
0aed4e7972c50cfcb6442ffd3f607eb7eca876b6,sram_ctrl,[sram_ctrl] Add RW1C status for scr key rotation,"[""RAL_DESYNC"", ""CHECKER_DESYNC""]","[""*_scoreboard.sv"", ""*_ral_pkg.sv"", ""*_reg_block.sv""]","The commit adds a new RW1C CSR register (scr_key_rotated) to the hardware register map. The DV diff shows scoreboard updates tracking the new register field (exp_scr_key_rotated) and prediction logic, but the RAL model files are not shown in the DV diff excerpt. The RTL diff confirms a new register offset (SRAM_CTRL_SCR_KEY_ROTATED_OFFSET) and register type definition added to sram_ctrl_reg_pkg.sv. The scoreboard must be updated to reference this new register in the RAL model, indicating RAL_DESYNC risk where the manually maintained RAL files must be synchronized with the new register structure.",HIGH,claude-haiku-4-5-20251001,5403,242,0.006613
de31bdf1c26be2714ca787c6041a56eb56eb7d1e,adc_ctrl,[reggen] Remove the devmode input,"[""INTERFACE_DRIFT""]","[""*_tb.sv"", ""*_env_pkg.sv"", ""*_if.sv""]","The devmode port has been removed from the RTL module interface (adc_ctrl_reg_top.sv), and the DV testbench (tb.sv) removes the corresponding devmode_if virtual interface instantiation and config_db assignments. This breaks explicit knowledge of the design interface in the testbench and environment.",HIGH,claude-haiku-4-5-20251001,2561,141,0.003266
803d9aec77f18496007d493d7ad3b60bc15c734f,prim,"[prim, rom_ctrl] Remove S&P layer from data scrambling","[""CHECKER_DESYNC""]","[""*_ref_model.cc"", ""*_checker.sv"", ""*_scoreboard.sv""]","The RTL changes disable the S&P (Substitution & Permutation) layer in data scrambling by setting NumDiffRounds to 0. The DV diff shows the C++ reference model (scramble_model.cc/h) was updated to conditionally apply the S&P layer based on a new use_sp_layer parameter. However, the RTL now unconditionally skips this layer, creating a potential desynchronization between the reference model behavior and RTL output if callers do not properly set use_sp_layer=false to match the RTL default.",MEDIUM,claude-haiku-4-5-20251001,3813,200,0.004813
c87db054739e632a8809e3fddc51ccb41f5b1973,pwrmgr,"[pwrmgr,ipgen] Remove the hw/ip/pwrmgr and their autogen files","[""OTHER""]",[],"This commit deletes the entire pwrmgr IP block and all associated DV files as part of a restructuring (ipgen transition). This is a wholesale removal of the module, not a change that breaks DV components due to interface drift, sequence invalidation, checker desynchronization, assertion orphaning, coverage regression, or RAL desynchronization. The DV files are deleted in their entirety rather than modified, indicating this is an infrastructure/project restructuring operation.",HIGH,claude-haiku-4-5-20251001,8158,146,0.008888
